date,time,open,close,high,low,volume
2021-01-01,05:30:00,538.0,531.6,538.0,530.0,419379
2021-01-04,05:30:00,534.2,526.25,536.45,525.0,632141
2021-01-05,05:30:00,524.25,527.65,536.85,523.05,818749
2021-01-06,05:30:00,529.9,522.25,533.0,518.05,564689
2021-01-07,05:30:00,529.0,540.2,551.0,525.0,3199768
2021-01-08,05:30:00,545.0,538.55,547.25,535.0,720459
2021-01-11,05:30:00,539.8,530.25,544.0,527.0,971659
2021-01-12,05:30:00,532.4,532.45,537.05,527.45,531840
2021-01-13,05:30:00,533.8,529.55,544.0,524.4,914480
2021-01-14,05:30:00,530.7,527.65,532.1,524.0,614942
2021-01-15,05:30:00,527.75,516.1,531.0,514.6,532434
2021-01-18,05:30:00,515.0,505.65,515.0,500.0,804766
2021-01-19,05:30:00,508.2,522.85,524.75,508.0,709630
2021-01-20,05:30:00,524.75,519.35,524.75,516.65,288044
2021-01-21,05:30:00,522.5,515.85,526.6,511.3,603669
2021-01-22,05:30:00,511.0,505.4,513.0,503.0,525402
2021-01-25,05:30:00,509.1,487.9,512.6,485.2,1067918
2021-01-27,05:30:00,488.8,489.7,493.0,476.35,1164092
2021-01-28,05:30:00,485.0,484.65,489.3,481.0,499404
2021-01-29,05:30:00,488.25,482.7,494.25,480.0,383457
2021-02-01,05:30:00,484.0,488.65,502.75,483.15,1192880
2021-02-02,05:30:00,508.9,504.9,508.9,496.0,633238
2021-02-03,05:30:00,506.0,519.25,524.0,500.5,980878
2021-02-04,05:30:00,529.95,526.85,536.0,524.05,1576873
2021-02-05,05:30:00,526.85,509.9,530.25,508.0,810572
2021-02-08,05:30:00,515.0,519.5,524.8,512.0,769025
2021-02-09,05:30:00,523.5,512.45,523.5,511.0,765241
2021-02-10,05:30:00,514.7,521.5,524.3,510.05,553129
2021-02-11,05:30:00,521.5,518.45,523.25,515.25,308429
2021-02-12,05:30:00,520.35,538.05,540.0,517.1,2312054
2021-02-15,05:30:00,553.0,567.95,584.0,545.0,5673113
2021-02-16,05:30:00,571.0,555.25,578.7,553.2,1440580
2021-02-17,05:30:00,553.9,561.35,566.0,553.1,709707
2021-02-18,05:30:00,564.0,554.35,564.0,550.55,524783
2021-02-19,05:30:00,554.8,571.1,592.9,551.1,2545803
2021-02-22,05:30:00,575.0,590.95,608.0,574.95,3654440
2021-02-23,05:30:00,606.7,605.25,619.0,597.0,2879227
2021-02-24,05:30:00,605.1,619.2,624.45,604.65,1110959
2021-02-25,05:30:00,625.0,619.45,632.5,616.2,1201528
2021-02-26,05:30:00,602.55,624.1,638.0,602.55,1734602
2021-03-01,05:30:00,632.0,627.6,639.3,621.25,988372
2021-03-02,05:30:00,632.0,613.85,632.0,610.0,839092
2021-03-03,05:30:00,615.0,618.5,631.4,613.25,840586
2021-03-04,05:30:00,615.0,618.95,625.0,611.5,464705
2021-03-05,05:30:00,620.0,599.9,620.8,597.2,914993
2021-03-08,05:30:00,602.9,599.25,608.95,596.65,509691
2021-03-09,05:30:00,601.35,589.25,604.9,583.15,556315
2021-03-10,05:30:00,594.0,589.85,598.0,585.25,377183
2021-03-12,05:30:00,595.4,586.75,598.7,585.3,461963
2021-03-15,05:30:00,590.6,607.55,612.4,565.5,1141112
2021-03-16,05:30:00,608.0,633.4,647.0,603.0,2558617
2021-03-17,05:30:00,630.0,615.6,644.8,612.0,1287768
2021-03-18,05:30:00,620.0,603.2,631.35,593.2,1124201
2021-03-19,05:30:00,597.0,609.5,614.4,579.0,1991910
2021-03-22,05:30:00,615.0,609.5,616.75,604.4,543384
2021-03-23,05:30:00,610.8,637.7,643.0,609.0,1690828
2021-03-24,05:30:00,631.8,634.2,653.8,626.25,1351859
2021-03-25,05:30:00,631.5,627.5,637.7,614.95,798637
2021-03-26,05:30:00,631.2,644.8,656.75,631.2,1106271
2021-03-30,05:30:00,645.0,653.4,662.0,645.0,640186
2021-03-31,05:30:00,653.45,656.05,674.0,621.35,1044488
2021-04-01,05:30:00,661.05,655.65,671.7,652.1,712734
2021-04-05,05:30:00,659.0,652.5,659.5,639.0,751642
2021-04-06,05:30:00,658.0,720.05,732.85,650.55,6581017
2021-04-07,05:30:00,721.0,744.0,764.0,713.5,3415202
2021-04-08,05:30:00,745.95,756.8,769.95,745.0,1430343
2021-04-09,05:30:00,760.0,750.85,760.25,748.05,442664
2021-04-12,05:30:00,739.95,706.15,739.95,691.25,986310
2021-04-13,05:30:00,712.0,710.2,736.85,706.0,667034
2021-04-15,05:30:00,709.0,719.05,724.0,699.0,558408
2021-04-16,05:30:00,721.45,725.2,735.75,713.3,461112
2021-04-19,05:30:00,715.2,712.6,734.0,696.0,585556
2021-04-20,05:30:00,722.8,718.7,727.95,711.1,320280
2021-04-22,05:30:00,717.0,721.1,735.5,712.25,507527
2021-04-23,05:30:00,719.5,720.65,732.0,717.55,340819
2021-04-26,05:30:00,725.0,731.35,734.9,725.0,299287
2021-04-27,05:30:00,741.0,780.75,792.0,740.05,1520954
2021-04-28,05:30:00,784.9,813.65,825.0,782.0,1517094
2021-04-29,05:30:00,820.5,803.45,825.85,785.6,709933
2021-04-30,05:30:00,803.0,806.8,827.0,802.0,725914
2021-05-03,05:30:00,806.95,795.85,819.9,789.0,749365
2021-05-04,05:30:00,802.0,777.0,818.0,770.05,827915
2021-05-05,05:30:00,782.15,792.0,797.7,778.0,323580
2021-05-06,05:30:00,793.0,789.55,801.0,777.75,578463
2021-05-07,05:30:00,794.0,798.7,832.0,794.0,1568322
2021-05-10,05:30:00,808.0,804.55,819.8,801.05,501904
2021-05-11,05:30:00,800.0,798.0,808.55,792.0,371293
2021-05-12,05:30:00,800.0,803.0,817.4,795.0,555966
2021-05-14,05:30:00,808.95,829.85,834.0,799.3,2176677
2021-05-17,05:30:00,840.0,862.25,874.8,840.0,1779604
2021-05-18,05:30:00,871.0,870.0,894.95,865.1,813586
2021-05-19,05:30:00,870.0,879.45,898.0,870.0,874735
2021-05-20,05:30:00,884.4,869.5,890.75,862.0,400089
2021-05-21,05:30:00,874.95,871.1,879.15,868.0,296671
2021-05-24,05:30:00,877.2,886.1,905.0,870.0,896596
2021-05-25,05:30:00,894.25,886.85,896.7,883.0,284730
2021-05-26,05:30:00,890.75,887.6,899.55,884.0,504122
2021-05-27,05:30:00,889.9,892.6,899.0,883.2,394531
2021-05-28,05:30:00,898.95,971.65,986.9,895.05,3098824
2021-05-31,05:30:00,995.0,989.65,1008.7,978.95,1502962
2021-06-01,05:30:00,989.9,965.35,994.8,945.0,967778
2021-06-02,05:30:00,965.0,971.35,982.5,958.1,542388
2021-06-03,05:30:00,975.9,967.0,976.8,960.0,427850
2021-06-04,05:30:00,971.5,973.55,990.25,961.3,705654
2021-06-07,05:30:00,973.6,986.0,998.35,973.6,501354
2021-06-08,05:30:00,991.0,981.4,992.45,970.25,354800
2021-06-09,05:30:00,984.0,970.8,990.15,962.0,508328
2021-06-10,05:30:00,975.0,974.65,984.0,963.05,384473
2021-06-11,05:30:00,976.9,975.7,985.65,964.85,346796
2021-06-14,05:30:00,979.5,985.95,995.7,955.0,451943
2021-06-15,05:30:00,1001.0,1007.55,1029.95,1000.1,1338978
2021-06-16,05:30:00,1007.55,1009.65,1020.0,1002.0,400687
2021-06-17,05:30:00,1005.0,990.5,1007.0,987.3,463080
2021-06-18,05:30:00,997.45,984.9,999.0,950.05,784655
2021-06-21,05:30:00,971.0,993.75,998.5,962.3,366552
2021-06-22,05:30:00,1005.0,967.45,1005.0,916.15,4072619
2021-06-23,05:30:00,979.7,972.95,983.65,968.0,393617
2021-06-24,05:30:00,978.9,964.5,978.95,959.0,230857
2021-06-25,05:30:00,964.9,971.9,976.0,964.0,217596
2021-06-28,05:30:00,980.0,992.3,997.5,971.5,406648
2021-06-29,05:30:00,998.0,985.05,998.0,981.7,313177
2021-06-30,05:30:00,990.95,978.55,990.95,974.0,241651
2021-07-01,05:30:00,983.35,981.9,995.0,975.0,294473
2021-07-02,05:30:00,987.7,1034.75,1058.9,980.5,2064331
2021-07-05,05:30:00,1042.0,1039.55,1064.0,1034.5,1009324
2021-07-06,05:30:00,1042.0,1023.4,1049.0,1012.0,395431
2021-07-07,05:30:00,1028.95,1022.55,1028.95,1011.0,281981
2021-07-08,05:30:00,1020.0,1025.2,1045.0,1010.1,416680
2021-07-09,05:30:00,1042.0,1052.55,1064.0,1040.95,1038128
2021-07-12,05:30:00,1061.0,1083.35,1093.0,1053.45,1036569
2021-07-13,05:30:00,1094.0,1254.45,1279.8,1090.1,5923528
2021-07-14,05:30:00,1244.7,1304.35,1329.4,1217.1,4310708
2021-07-15,05:30:00,1309.0,1399.5,1424.0,1305.0,4044031
2021-07-16,05:30:00,1410.0,1449.3,1496.9,1410.0,3562412
2021-07-19,05:30:00,1437.95,1537.45,1579.0,1345.05,4762878
2021-07-20,05:30:00,1530.5,1501.7,1577.45,1480.0,2602861
2021-07-22,05:30:00,1464.95,1426.65,1464.95,1426.65,237102
2021-07-23,05:30:00,1355.35,1355.35,1398.1,1355.35,243278
2021-07-26,05:30:00,1287.6,1399.8,1423.1,1287.6,927878
2021-07-27,05:30:00,1390.0,1354.55,1423.1,1330.3,558600
2021-07-28,05:30:00,1357.0,1329.35,1379.9,1300.0,296441
2021-07-29,05:30:00,1330.0,1312.25,1349.7,1293.0,275963
2021-07-30,05:30:00,1315.0,1331.45,1369.0,1290.0,296312
2021-08-02,05:30:00,1369.0,1398.0,1398.0,1355.0,409462
2021-08-03,05:30:00,1428.8,1377.3,1434.0,1370.0,257299
2021-08-04,05:30:00,1402.0,1333.35,1405.0,1326.0,274636
2021-08-05,05:30:00,1308.6,1347.3,1389.0,1271.0,337291
2021-08-06,05:30:00,1312.5,1336.7,1355.0,1312.5,152148
2021-08-09,05:30:00,1360.0,1315.75,1362.35,1300.0,194343
2021-08-10,05:30:00,1315.8,1280.4,1320.0,1250.0,425695
2021-08-11,05:30:00,1263.05,1260.6,1277.0,1216.4,535032
2021-08-12,05:30:00,1260.0,1241.25,1278.8,1235.0,315098
2021-08-13,05:30:00,1276.0,1246.7,1276.9,1233.85,218920
2021-08-16,05:30:00,1250.0,1230.9,1250.0,1220.4,189283
2021-08-17,05:30:00,1230.0,1204.45,1234.0,1200.0,324118
2021-08-18,05:30:00,1211.9,1210.6,1230.0,1203.5,272770
2021-08-20,05:30:00,1210.55,1209.45,1260.0,1204.0,358812
2021-08-23,05:30:00,1221.0,1149.65,1240.0,1149.0,538148
2021-08-24,05:30:00,1145.0,1193.7,1200.0,1102.0,474502
2021-08-25,05:30:00,1191.0,1155.35,1191.0,1141.0,286862
2021-08-26,05:30:00,1160.0,1162.6,1170.0,1141.0,200825
2021-08-27,05:30:00,1162.6,1168.15,1182.0,1150.0,169506
2021-08-30,05:30:00,1167.0,1222.8,1226.55,1150.0,714658
2021-08-31,05:30:00,1224.0,1188.15,1225.0,1180.0,452552
2021-09-01,05:30:00,1207.0,1183.5,1207.0,1175.05,309496
2021-09-02,05:30:00,1195.0,1180.6,1200.0,1176.0,340094
2021-09-03,05:30:00,1193.0,1200.9,1215.0,1180.0,324348
2021-09-06,05:30:00,1210.0,1210.0,1218.0,1199.0,303347
2021-09-07,05:30:00,1219.0,1198.65,1219.0,1190.5,234707
2021-09-08,05:30:00,1218.0,1258.55,1258.55,1199.5,704192
2021-09-09,05:30:00,1280.0,1321.45,1321.45,1275.0,592809
2021-09-13,05:30:00,1350.0,1378.05,1378.05,1335.0,392000
2021-09-14,05:30:00,1439.0,1349.45,1439.0,1321.0,925803
2021-09-15,05:30:00,1348.0,1364.65,1380.85,1323.0,306074
2021-09-16,05:30:00,1374.0,1383.1,1397.0,1350.5,271643
2021-09-17,05:30:00,1384.0,1348.85,1388.0,1335.0,525807
2021-09-20,05:30:00,1335.0,1292.8,1345.0,1290.0,365219
2021-09-21,05:30:00,1290.0,1283.55,1305.0,1250.0,352881
2021-09-22,05:30:00,1300.0,1271.0,1315.8,1266.0,258615
2021-09-23,05:30:00,1289.9,1273.6,1294.85,1268.0,276533
2021-09-24,05:30:00,1285.0,1267.85,1300.0,1256.0,229906
2021-09-27,05:30:00,1293.0,1331.2,1331.2,1272.1,431073
2021-09-28,05:30:00,1338.0,1306.3,1350.0,1290.0,366443
2021-09-29,05:30:00,1290.0,1295.15,1319.45,1276.0,205391
2021-09-30,05:30:00,1300.0,1290.0,1315.0,1279.0,245856
2021-10-01,05:30:00,1290.0,1289.8,1295.0,1273.0,135647
2021-10-04,05:30:00,1310.0,1296.4,1313.0,1291.0,182566
2021-10-05,05:30:00,1299.0,1299.55,1320.0,1296.0,217225
2021-10-06,05:30:00,1313.0,1287.55,1313.0,1281.0,203311
2021-10-07,05:30:00,1305.0,1291.5,1310.0,1289.45,152959
2021-10-08,05:30:00,1296.0,1352.85,1356.05,1292.0,726198
2021-10-11,05:30:00,1363.0,1385.65,1398.95,1313.0,706091
2021-10-12,05:30:00,1394.0,1407.9,1420.0,1385.0,421468
2021-10-13,05:30:00,1419.0,1417.2,1435.0,1409.0,399679
2021-10-14,05:30:00,1430.0,1398.6,1431.9,1380.0,292796
2021-10-18,05:30:00,1402.0,1388.4,1421.9,1385.0,247139
2021-10-19,05:30:00,1399.0,1355.0,1400.0,1340.0,354131
2021-10-20,05:30:00,1359.0,1374.75,1390.0,1295.0,314385
2021-10-21,05:30:00,1385.0,1357.0,1393.0,1338.0,183408
2021-10-22,05:30:00,1371.0,1344.2,1375.0,1338.0,149256
2021-10-25,05:30:00,1375.0,1328.8,1390.0,1280.0,302931
2021-10-26,05:30:00,1359.0,1395.2,1395.2,1334.25,421615
2021-10-27,05:30:00,1410.0,1380.35,1419.0,1375.0,381104
2021-10-28,05:30:00,1386.0,1336.9,1386.0,1328.1,304656
2021-10-29,05:30:00,1325.0,1353.15,1370.0,1295.0,509616
2021-11-01,05:30:00,1400.0,1388.15,1400.0,1362.5,594399
2021-11-02,05:30:00,1400.0,1378.25,1400.0,1368.0,351543
2021-11-03,05:30:00,1375.0,1411.8,1426.1,1356.15,893501
2021-11-04,05:30:00,1448.0,1467.9,1482.35,1439.0,973810
2021-11-08,05:30:00,1470.0,1450.2,1480.0,1430.0,650913
2021-11-09,05:30:00,1446.65,1453.9,1470.0,1432.25,404456
2021-11-10,05:30:00,1458.0,1449.5,1468.0,1437.1,380489
2021-11-11,05:30:00,1450.0,1458.45,1495.0,1443.0,456718
2021-11-12,05:30:00,1460.0,1485.0,1493.85,1450.6,579130
2021-11-15,05:30:00,1510.0,1568.35,1624.0,1510.0,1859188
2021-11-16,05:30:00,1588.95,1552.5,1609.9,1527.6,882434
2021-11-17,05:30:00,1550.0,1542.1,1558.9,1511.45,474485
2021-11-18,05:30:00,1545.0,1502.4,1552.15,1466.95,802127
2021-11-22,05:30:00,1505.1,1432.45,1509.95,1395.0,751620
2021-11-23,05:30:00,1411.0,1448.35,1465.0,1396.75,459986
2021-11-24,05:30:00,1463.45,1469.8,1499.0,1452.35,501832
2021-11-25,05:30:00,1480.2,1473.15,1484.4,1446.5,251333
2021-11-26,05:30:00,1449.0,1414.65,1458.15,1409.05,622411
2021-11-29,05:30:00,1391.0,1370.25,1399.0,1293.7,866127
2021-11-30,05:30:00,1372.0,1451.05,1476.95,1372.0,969825
2021-12-01,05:30:00,1483.8,1447.05,1498.0,1427.0,801320
2021-12-02,05:30:00,1445.0,1542.9,1559.95,1427.0,2156224
2021-12-03,05:30:00,1558.0,1522.65,1594.0,1516.45,1532515
2021-12-06,05:30:00,1522.65,1494.45,1559.0,1485.5,1125061
2021-12-07,05:30:00,1510.0,1502.45,1530.0,1481.0,765645
2021-12-08,05:30:00,1525.0,1526.4,1590.0,1505.55,2391203
2021-12-09,05:30:00,1534.0,1524.1,1543.0,1515.0,664006
2021-12-10,05:30:00,1524.0,1529.45,1564.7,1519.6,1045816
2021-12-13,05:30:00,1542.25,1586.25,1644.9,1538.25,3216218
2021-12-14,05:30:00,1589.0,1666.6,1679.8,1576.0,3244896
2021-12-15,05:30:00,1684.5,1638.85,1734.4,1621.2,3252001
2021-12-16,05:30:00,1658.0,1603.75,1680.0,1596.15,1379208
2021-12-17,05:30:00,1608.9,1557.7,1625.0,1545.0,1117107
2021-12-20,05:30:00,1520.0,1477.1,1527.95,1445.05,1640786
2021-12-21,05:30:00,1500.0,1467.9,1530.0,1455.85,925546
2021-12-22,05:30:00,1494.8,1487.3,1509.95,1468.0,629944
2021-12-23,05:30:00,1505.0,1492.9,1514.0,1482.5,440622
2021-12-24,05:30:00,1499.5,1463.6,1499.5,1460.0,579476
2021-12-27,05:30:00,1461.0,1464.2,1480.0,1444.0,496569
2021-12-28,05:30:00,1510.0,1489.45,1521.0,1483.2,545814
2021-12-29,05:30:00,1489.45,1468.2,1506.95,1465.0,573186
2021-12-30,05:30:00,1469.0,1486.7,1529.95,1450.0,763094
2021-12-31,05:30:00,1486.5,1499.8,1528.0,1485.0,642639
